Date,Close
2022-01-03,58.099998474121094
2022-01-04,59.38999938964844
2022-01-05,58.779998779296875
2022-01-06,59.36000061035156
2022-01-07,60.779998779296875
2022-01-10,60.72999954223633
2022-01-11,61.130001068115234
2022-01-12,61.18000030517578
2022-01-13,61.4900016784668
2022-01-14,61.630001068115234
2022-01-18,60.90999984741211
2022-01-19,59.59000015258789
2022-01-20,59.09000015258789
2022-01-21,58.150001525878906
2022-01-24,58.959999084472656
2022-01-25,58.31999969482422
2022-01-26,58.650001525878906
2022-01-27,58.27000045776367
2022-01-28,58.88999938964844
2022-01-31,59.65999984741211
2022-02-01,60.58000183105469
2022-02-02,61.38999938964844
2022-02-03,61.099998474121094
2022-02-04,61.27000045776367
